vehicle_id,model,manufacture_year,age_years,age_months,mileage_km,mileage_miles,battery_capacity_kwh,current_capacity_kwh,battery_health_percent,battery_cycles,base_price_lkr,region,region_cost_multiplier,avg_temperature_c,fast_charge_ratio,home_charging_available,public_charging_frequency,previous_repairs,needs_repair,repair_type,service_provider,labor_hours,labor_rate_lkr_per_hour,labor_cost_lkr,parts_cost_lkr,diagnostic_fee_lkr,service_charge_lkr,total_repair_cost_lkr,under_warranty,warranty_coverage_percent,out_of_pocket_cost_lkr,total_cost_usd,out_of_pocket_usd
SLEV_04507,Wuling Air EV,2023,3,36,39337,24442,26,22.94,88.22,196,4500000,Kurunegala,0.88,26.8,0.111,True,Occasional,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04508,Tesla Model 3,2017,9,108,62676,38945,75,53.31,71.08,313,18000000,Kandy,0.95,27.4,0.46,False,Very Frequent,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04509,BYD Atto 3,2024,2,24,15384,9559,60,51.21,85.36,76,12000000,Colombo,1.15,23.3,0.448,False,Occasional,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04510,BYD Atto 3,2022,4,48,41270,25643,60,47.39,78.98,206,12000000,Matara,0.85,27.0,0.417,False,Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04511,Tesla Model 3,2022,4,48,29191,18138,75,66.17,88.22,145,18000000,Anuradhapura,0.85,26.6,0.306,True,Very Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04512,Hyundai IONIQ Electric,2023,3,36,26313,16350,38,34.21,90.03,131,15000000,Galle,0.9,29.6,0.062,False,Rare,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04513,Tesla Model S,2023,3,36,38954,24204,100,87.78,87.78,194,33000000,Colombo,1.15,30.5,0.103,False,Occasional,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04514,Kia Niro EV,2024,2,24,26714,16599,64,60.76,94.93,133,15000000,Batticaloa,0.82,34.5,0.445,False,Occasional,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04515,Tesla Model S,2021,5,60,49254,30605,100,83.88,83.88,246,33000000,Anuradhapura,0.85,29.5,0.422,False,Frequent,1,True,Body Panel Repair,Authorized Dealer,8.83,4451.8,51115.63,82346.56,12410.48,8821.6,148098.73,False,0.0,148098.73,493.66,493.66
SLEV_04516,Volkswagen ID.4,2024,2,24,16465,10230,77,72.44,94.07,82,14000000,Batticaloa,0.82,24.0,0.153,False,Rare,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04517,BYD Atto 3,2023,3,36,41677,25896,60,55.84,93.07,208,12000000,Kandy,0.95,21.4,0.148,True,Very Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04518,MG ZS EV,2022,4,48,44703,27777,44,38.9,88.41,223,11000000,Matara,0.85,27.9,0.379,True,Occasional,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04519,BMW i3,2015,11,132,74500,46292,42,31.44,74.85,372,15000000,Colombo,1.15,28.8,0.271,True,Very Frequent,7,True,Tire Replacement (Set),Authorized Dealer,10.14,2937.71,29785.17,166491.88,14920.97,4896.64,225419.52,False,0.0,225419.52,751.4,751.4
SLEV_04520,Nissan Leaf,2021,5,60,28299,17584,40,34.73,86.82,141,9000000,Kurunegala,0.88,23.6,0.159,False,Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04521,Mercedes B250e,2016,10,120,79758,49559,28,19.43,69.38,398,18000000,Negombo,1.0,27.7,0.235,True,Occasional,4,True,Onboard Charger Replacement,Independent EV Specialist,9.55,4020.88,38394.14,343944.23,3029.56,24128.16,401567.27,False,0.0,401567.27,1338.56,1338.56
SLEV_04522,Kia Niro EV,2023,3,36,29535,18352,64,52.05,81.33,147,15000000,Negombo,1.0,24.8,0.035,True,Very Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04523,Tesla Model S,2015,11,132,94990,59024,100,73.6,73.6,474,33000000,Kandy,0.95,24.6,0.189,False,Very Frequent,3,True,Battery Module Replacement,General Auto Workshop,8.57,1550.21,17264.74,4591411.23,13338.02,306676.58,5138003.78,False,0.0,5138003.78,17126.68,17126.68
SLEV_04524,Nissan Leaf,2015,11,132,85703,53253,40,27.51,68.76,428,9000000,Colombo,1.15,25.8,0.181,True,Very Frequent,3,True,Motor Winding Repair,Browns Hybrid Care,6.04,3527.54,21312.22,1252836.99,11991.51,91418.1,1326579.74,False,0.0,1326579.74,4421.93,4421.93
SLEV_04525,BYD Atto 3,2022,4,48,44431,27608,60,51.57,85.95,222,12000000,Kandy,0.95,27.3,0.473,True,Frequent,1,True,Onboard Charger Replacement,Authorized Dealer,4.11,2900.53,11918.24,432127.32,11182.14,28275.83,480818.72,False,0.0,480818.72,1602.73,1602.73
SLEV_04526,Mercedes B250e,2016,10,120,97040,60297,28,19.26,68.78,485,18000000,Galle,0.9,31.1,0.426,True,Frequent,7,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04527,Wuling Air EV,2024,2,24,17553,10906,26,24.49,94.19,87,4500000,Galle,0.9,24.7,0.295,False,Rare,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04528,Nissan Leaf,2018,8,96,80574,50066,40,28.71,71.77,402,9000000,Kurunegala,0.88,25.6,0.173,False,Frequent,3,True,Suspension Component Repair,Authorized Dealer,7.88,2233.55,17598.76,198979.34,3936.21,13582.41,237516.99,False,0.0,237516.99,791.72,791.72
SLEV_04529,Volkswagen ID.4,2021,5,60,38115,23683,77,65.98,85.69,190,14000000,Jaffna,0.9,24.7,0.221,True,Rare,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04530,Hyundai IONIQ Electric,2024,2,24,19248,11960,38,35.98,94.68,96,15000000,Batticaloa,0.82,34.6,0.22,True,Occasional,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04531,BYD Atto 3,2024,2,24,13616,8460,60,57.72,96.21,68,12000000,Negombo,1.0,29.0,0.574,True,Frequent,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04532,Mahindra e2o,2015,11,132,137231,85271,10,6.71,67.13,686,2500000,Negombo,1.0,29.9,0.149,True,Rare,3,True,Cooling Fan Replacement,General Auto Workshop,10.78,2681.68,28917.16,52350.26,4635.49,5747.14,90003.86,False,0.0,90003.86,300.01,300.01
SLEV_04533,MG ZS EV,2024,2,24,25048,15564,44,42.96,97.63,125,11000000,Kandy,0.95,25.9,0.099,True,Occasional,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04534,Tesla Model S,2017,9,108,139033,86391,100,64.47,64.47,695,33000000,Negombo,1.0,27.8,0.039,True,Rare,5,True,Battery Management System (BMS),Independent EV Specialist,2.52,2528.23,8270.11,1705834.27,4466.22,120244.91,1851186.01,False,0.0,1851186.01,6170.62,6170.62
SLEV_04535,Hyundai IONIQ Electric,2018,8,96,68762,42726,38,28.97,76.23,343,15000000,Galle,0.9,24.2,0.063,True,Rare,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04536,Nissan Leaf,2021,5,60,53545,33271,40,34.89,87.24,267,9000000,Kurunegala,0.88,28.6,0.37,True,Frequent,1,True,AC Compressor Repair,Independent EV Specialist,11.89,3277.01,38963.85,345226.74,4135.06,17300.77,387561.61,False,0.0,387561.61,1291.87,1291.87
SLEV_04537,Nissan Leaf,2018,8,96,89139,55388,40,31.16,77.9,445,9000000,Kurunegala,0.88,27.0,0.338,True,Frequent,5,True,Charging Port Repair,General Auto Workshop,2.21,2057.61,4540.7,99483.31,10757.55,2767.02,119114.37,False,0.0,119114.37,397.05,397.05
SLEV_04538,Tesla Model S,2016,10,120,102834,63898,100,76.45,76.45,514,33000000,Kandy,0.95,30.5,0.324,False,Very Frequent,6,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04539,BYD Atto 3,2024,2,24,31361,19486,60,54.36,90.61,156,12000000,Matara,0.85,28.5,0.289,True,Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04540,BYD Atto 3,2022,4,48,34421,21388,60,52.05,86.74,172,12000000,Ratnapura,0.87,28.7,0.738,True,Occasional,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04541,Hyundai IONIQ Electric,2024,2,24,27281,16951,38,33.27,87.55,136,15000000,Colombo,1.15,21.9,0.336,True,Very Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04542,Nissan Leaf 62kWh,2023,3,36,40511,25172,62,56.6,91.28,202,12000000,Negombo,1.0,25.7,0.271,True,Rare,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04543,MG ZS EV,2023,3,36,35340,21959,44,39.84,90.55,176,11000000,Matara,0.85,29.6,0.403,True,Rare,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04544,Mercedes B250e,2016,10,120,120222,74702,28,17.47,62.39,601,18000000,Ratnapura,0.87,26.1,0.556,False,Occasional,4,True,Brake System Service,Authorized Dealer,2.57,4765.28,12253.84,52038.33,4099.68,2655.16,72232.98,False,0.0,72232.98,240.78,240.78
SLEV_04545,Wuling Air EV,2023,3,36,39093,24291,26,23.13,88.98,195,4500000,Batticaloa,0.82,29.9,0.203,False,Frequent,1,True,Window Regulator,Hybrid Hub (Edirisinghe),11.27,1703.48,19200.08,92020.56,9759.01,6577.04,123928.23,False,0.0,123928.23,413.09,413.09
SLEV_04546,Tesla Model 3,2022,4,48,40485,25156,75,62.94,83.92,202,18000000,Matara,0.85,34.7,0.265,False,Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04547,Nissan Leaf 62kWh,2022,4,48,40079,24903,62,55.96,90.25,200,12000000,Ratnapura,0.87,29.2,0.382,True,Frequent,2,True,Motor Winding Repair,General Auto Workshop,5.19,2268.16,11763.41,1186747.71,8339.89,45244.39,1231713.28,False,0.0,1231713.28,4105.71,4105.71
SLEV_04548,BYD Atto 3,2023,3,36,11705,7273,60,54.9,91.5,58,12000000,Galle,0.9,26.2,0.291,True,Rare,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04549,Hyundai IONIQ Electric,2019,7,84,93680,58210,38,26.89,70.76,468,15000000,Galle,0.9,33.1,0.451,True,Very Frequent,1,True,AC Compressor Repair,Independent EV Specialist,5.1,1915.21,9762.47,169706.37,5232.31,12135.53,199484.29,False,0.0,199484.29,664.95,664.95
SLEV_04550,Volkswagen ID.4,2021,5,60,62319,38723,77,62.91,81.7,311,14000000,Anuradhapura,0.85,30.4,0.149,False,Rare,3,True,Battery Cooling System Repair,Independent EV Specialist,14.11,2925.74,41278.87,197599.11,10550.13,18230.9,269552.04,False,0.0,269552.04,898.51,898.51
SLEV_04551,Nissan Leaf,2021,5,60,66062,41049,40,31.51,78.77,330,9000000,Ratnapura,0.87,24.2,0.162,True,Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04552,Kia Niro EV,2020,6,72,73177,45470,64,50.56,78.99,365,15000000,Ratnapura,0.87,26.2,0.72,True,Very Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04553,BMW i3,2014,12,144,134819,83772,42,25.48,60.66,674,15000000,Kurunegala,0.88,29.2,0.319,False,Very Frequent,8,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04554,Mitsubishi i-MiEV,2013,13,156,149130,92665,16,9.29,58.09,745,2300000,Negombo,1.0,29.6,0.105,False,Rare,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04555,Mitsubishi i-MiEV,2012,14,168,166574,103504,16,8.0,50.0,832,2300000,Ratnapura,0.87,26.0,0.031,True,Occasional,10,True,Body Panel Repair,Authorized Dealer,10.71,5040.06,54003.8,268181.6,8190.37,22812.91,338329.44,False,0.0,338329.44,1127.76,1127.76
SLEV_04556,Tesla Model S,2019,7,84,66390,41252,100,73.85,73.85,331,33000000,Colombo,1.15,28.8,0.451,False,Frequent,3,True,Tire Replacement (Set),Authorized Dealer,9.61,5729.58,71559.1,78180.95,11100.33,5846.58,173673.48,False,0.0,173673.48,578.91,578.91
SLEV_04557,Hyundai Kona Electric,2024,2,24,24834,15431,64,57.35,89.61,124,15000000,Negombo,1.0,29.4,0.328,True,Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04558,Wuling Air EV,2022,4,48,31689,19690,26,21.7,83.44,158,4500000,Kurunegala,0.88,27.0,0.263,True,Rare,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04559,Mercedes B250e,2017,9,108,117690,73129,28,19.64,70.14,588,18000000,Negombo,1.0,32.2,0.089,False,Occasional,4,True,Tire Replacement (Set),Authorized Dealer,8.66,3475.08,30090.26,287187.06,6171.8,7198.85,330563.44,False,0.0,330563.44,1101.88,1101.88
SLEV_04560,Nissan Leaf,2018,8,96,91506,56859,40,27.32,68.3,457,9000000,Galle,0.9,27.6,0.199,True,Frequent,3,True,Inverter Repair/Replace,General Auto Workshop,6.1,1269.01,7736.23,1661451.15,14038.65,68464.47,1695431.82,False,0.0,1695431.82,5651.44,5651.44
SLEV_04561,Hyundai Kona Electric,2021,5,60,57085,35470,64,49.56,77.44,285,15000000,Negombo,1.0,28.8,0.028,False,Rare,3,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04562,Tesla Model 3,2023,3,36,28836,17917,75,61.32,81.76,144,18000000,Kurunegala,0.88,30.8,0.203,False,Frequent,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04563,Tesla Model S,2022,4,48,46879,29129,100,83.9,83.9,234,33000000,Colombo,1.15,25.6,0.178,True,Rare,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04564,Tesla Model S,2019,7,84,85706,53255,100,78.88,78.88,428,33000000,Ratnapura,0.87,31.4,0.646,True,Very Frequent,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04565,BMW i3,2019,7,84,80542,50046,42,31.34,74.62,402,15000000,Jaffna,0.9,33.2,0.539,False,Rare,5,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04566,Tesla Model 3,2018,8,96,76782,47710,75,57.61,76.82,383,18000000,Matara,0.85,27.3,0.177,True,Frequent,3,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04567,Hyundai IONIQ Electric,2018,8,96,98526,61221,38,27.09,71.28,492,15000000,Colombo,1.15,27.3,0.453,True,Occasional,3,True,Suspension Component Repair,General Auto Workshop,9.17,3506.36,32137.84,91399.25,6997.63,5641.04,131859.66,False,0.0,131859.66,439.53,439.53
SLEV_04568,BYD Atto 3,2023,3,36,32844,20408,60,52.35,87.25,164,12000000,Matara,0.85,25.9,0.534,True,Occasional,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04569,Mercedes B250e,2018,8,96,78468,48757,28,19.52,69.7,392,18000000,Colombo,1.15,26.6,0.398,True,Occasional,3,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04570,Tesla Model S,2019,7,84,52302,32498,100,81.18,81.18,261,33000000,Jaffna,0.9,24.3,0.212,True,Frequent,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04571,Hyundai IONIQ Electric,2020,6,72,63977,39753,38,30.69,80.76,319,15000000,Negombo,1.0,24.1,0.433,False,Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04572,Tesla Model S,2015,11,132,74387,46221,100,69.02,69.02,371,33000000,Batticaloa,0.82,23.1,0.631,True,Frequent,6,True,Battery Cell Replacement,Browns Hybrid Care,15.01,2642.81,51554.31,11547001.15,9637.64,781502.36,12586670.66,False,0.0,12586670.66,41955.57,41955.57
SLEV_04573,Mercedes B250e,2018,8,96,56166,34899,28,20.9,74.66,280,18000000,Negombo,1.0,31.5,0.186,True,Occasional,6,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04574,Mahindra e2o,2016,10,120,106747,66329,10,7.43,74.32,533,2500000,Kurunegala,0.88,24.4,0.143,False,Rare,2,True,Suspension Component Repair,Independent EV Specialist,7.35,2467.47,18126.17,74327.05,9492.3,7208.88,105089.81,False,0.0,105089.81,350.3,350.3
SLEV_04575,Tesla Model 3,2018,8,96,73258,45520,75,49.37,65.82,366,18000000,Anuradhapura,0.85,23.2,0.228,False,Frequent,3,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04576,BYD Atto 3,2022,4,48,59158,36759,60,51.68,86.13,295,12000000,Colombo,1.15,24.9,0.52,False,Occasional,3,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04577,Nissan Leaf 62kWh,2021,5,60,56523,35121,62,49.87,80.43,282,12000000,Anuradhapura,0.85,25.5,0.414,True,Rare,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04578,Nissan Leaf 62kWh,2023,3,36,23303,14479,62,55.0,88.71,116,12000000,Negombo,1.0,28.7,0.118,True,Rare,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04579,Nissan Leaf,2015,11,132,117328,72904,40,24.71,61.77,586,9000000,Galle,0.9,22.8,0.314,False,Occasional,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04580,Tesla Model S,2021,5,60,52454,32593,100,84.53,84.53,262,33000000,Galle,0.9,26.2,0.206,False,Very Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04581,Nissan Leaf 62kWh,2022,4,48,47534,29536,62,50.77,81.89,237,12000000,Galle,0.9,30.9,0.304,False,Rare,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04582,Mahindra e2o,2017,9,108,74240,46130,10,7.13,71.31,371,2500000,Batticaloa,0.82,28.9,0.462,False,Very Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04583,Volkswagen ID.4,2021,5,60,52295,32494,77,62.86,81.63,261,14000000,Negombo,1.0,26.5,0.078,True,Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04584,Tesla Model S,2016,10,120,117494,73007,100,68.15,68.15,587,33000000,Batticaloa,0.82,29.3,0.538,True,Occasional,7,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04585,Nissan Leaf 62kWh,2021,5,60,69953,43466,62,50.45,81.38,349,12000000,Kurunegala,0.88,28.6,0.259,False,Very Frequent,2,True,Headlight/Taillight Replace,General Auto Workshop,5.68,1985.63,11270.23,178255.91,5902.67,14629.13,207646.29,False,0.0,207646.29,692.15,692.15
SLEV_04586,Hyundai Kona Electric,2020,6,72,66987,41623,64,46.49,72.64,334,15000000,Galle,0.9,28.4,0.414,True,Occasional,3,True,Headlight/Taillight Replace,Browns Hybrid Care,10.79,3781.87,40788.52,48294.17,12174.36,2538.72,107785.92,False,0.0,107785.92,359.29,359.29
SLEV_04587,Tesla Model S,2023,3,36,38700,24047,100,87.21,87.21,193,33000000,Kurunegala,0.88,29.5,0.209,True,Occasional,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04588,Tesla Model 3,2018,8,96,68440,42526,75,54.57,72.77,342,18000000,Ratnapura,0.87,22.1,0.348,False,Rare,5,True,Onboard Charger Replacement,Independent EV Specialist,12.29,2549.92,31348.94,354357.74,10178.49,23230.53,398281.48,False,0.0,398281.48,1327.6,1327.6
SLEV_04589,Hyundai Kona Electric,2024,2,24,20257,12587,64,60.04,93.82,101,15000000,Ratnapura,0.87,27.1,0.557,False,Very Frequent,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04590,BMW i3,2015,11,132,132702,82457,42,26.6,63.34,663,15000000,Negombo,1.0,28.3,0.178,False,Occasional,6,True,DC-DC Converter Repair,General Auto Workshop,13.59,2658.64,36143.29,443908.9,8741.54,31073.4,544223.52,False,0.0,544223.52,1814.08,1814.08
SLEV_04591,Nissan Leaf 62kWh,2024,2,24,18902,11745,62,53.51,86.3,94,12000000,Jaffna,0.9,27.8,0.404,True,Occasional,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04592,MG ZS EV,2024,2,24,18880,11731,44,40.74,92.59,94,11000000,Kurunegala,0.88,28.6,0.147,True,Very Frequent,0,True,Battery Pack Reconditioning,General Auto Workshop,10.4,1395.07,14503.56,943716.37,13502.54,48445.31,1066275.9,True,67.07,351127.24,3554.25,1170.42
SLEV_04593,BMW i3,2021,5,60,26737,16613,42,36.17,86.12,133,15000000,Kurunegala,0.88,29.0,0.214,True,Frequent,1,True,Suspension Component Repair,Hybrid Hub (Edirisinghe),10.07,2965.61,29876.92,129508.21,3729.51,3296.28,163788.8,False,0.0,163788.8,545.96,545.96
SLEV_04594,Wuling Air EV,2022,4,48,34926,21702,26,22.71,87.35,174,4500000,Kurunegala,0.88,26.1,0.202,True,Occasional,2,True,Door Lock Actuator,Browns Hybrid Care,9.5,2579.29,24509.09,58376.6,9148.44,2540.24,91223.35,False,0.0,91223.35,304.08,304.08
SLEV_04595,Volkswagen ID.4,2023,3,36,39089,24288,77,70.24,91.22,195,14000000,Anuradhapura,0.85,32.7,0.491,True,Very Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04596,Nissan Leaf,2024,2,24,25305,15723,40,36.08,90.19,126,9000000,Kurunegala,0.88,22.9,0.631,True,Rare,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04597,MG ZS EV,2019,7,84,30932,19220,44,36.92,83.91,154,11000000,Kandy,0.95,24.0,0.087,True,Occasional,2,True,Door Lock Actuator,Independent EV Specialist,9.49,3312.42,31445.22,89158.77,12479.84,3387.78,134385.26,False,0.0,134385.26,447.95,447.95
SLEV_04598,Mahindra e2o,2015,11,132,113884,70764,10,6.32,63.16,569,2500000,Batticaloa,0.82,22.8,0.341,False,Occasional,5,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04599,Tesla Model 3,2024,2,24,21601,13422,75,68.21,90.95,108,18000000,Batticaloa,0.82,20.8,0.256,True,Very Frequent,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04600,Wuling Air EV,2024,2,24,24394,15157,26,21.74,83.62,121,4500000,Galle,0.9,33.9,0.387,True,Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04601,Hyundai Kona Electric,2022,4,48,33574,20861,64,53.42,83.46,167,15000000,Kurunegala,0.88,30.6,0.016,True,Very Frequent,3,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04602,BMW i3,2017,9,108,63056,39181,42,29.74,70.82,315,15000000,Matara,0.85,25.0,0.346,False,Very Frequent,3,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04603,BMW i3,2017,9,108,117046,72728,42,31.82,75.77,585,15000000,Matara,0.85,27.5,0.65,False,Frequent,6,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_04604,MG ZS EV,2024,2,24,17373,10795,44,41.71,94.79,86,11000000,Batticaloa,0.82,27.1,0.103,False,Rare,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
